NEGERI,PPD,KODSEKOLAH,NAMASEKOLAH,BANTUAN,NAMABLOK,KEGUNAAN,TAHUN_BINA
PERLIS,JPN PERLIS,RHA0003,KOLEJ VOKASIONAL ARAU,Sekolah Kerajaan,BENGKEL ELEKTRONIK 2,P & P,2013
PERLIS,JPN PERLIS,RRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA ARAU,Sekolah Kerajaan,BLOK 'C',P & P,1985
PERLIS,JPN PERLIS,RRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA ARAU,Sekolah Kerajaan,BLOK 'D',P & P,1993
PERLIS,JPN PERLIS,RRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA ARAU,Sekolah Kerajaan,BLOK 'E',P & P,1995
PERLIS,JPN PERLIS,RRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA ARAU,Sekolah Kerajaan,BLOK 'A',Pentadbiran dan P & P,1985
PERLIS,JPN PERLIS,RRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA ARAU,Sekolah Kerajaan,BLOK 'G',Bengkel,1990
PERLIS,JPN PERLIS,RRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA ARAU,Sekolah Kerajaan,BLOK 'H',P & P,1998
PERLIS,JPN PERLIS,RRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA ARAU,Sekolah Kerajaan,BLOK 'A' ASPURA,Asrama,1985
PERLIS,JPN PERLIS,RRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA ARAU,Sekolah Kerajaan,BLOK 'B',Pentadbiran dan P & P,1985
PERLIS,JPN PERLIS,RRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA ARAU,Sekolah Kerajaan,ASPURI,Asrama,2008
PERLIS,JPN PERLIS,RRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA ARAU,Sekolah Kerajaan,BLOK 'F',P & P,1985
PERLIS,JPN PERLIS,RRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA ARAU,Sekolah Kerajaan,BLOK 'B' ASPURA,Asrama,1985
PERLIS,JPN PERLIS,RRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA ARAU,Sekolah Kerajaan,BLOK 'C' ASPURA,Asrama,1998
PERLIS,JPN PERLIS,RRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA ARAU,Sekolah Kerajaan,BLOK 'D' ASPURA,Asrama,1998
PERLIS,JPN PERLIS,RRA0002,SEKOLAH MENENGAH KEBANGSAAN AGAMA (P) ALAWIYAH,Sekolah Kerajaan,A,P & P,2008
PERLIS,JPN PERLIS,RRA0002,SEKOLAH MENENGAH KEBANGSAAN AGAMA (P) ALAWIYAH,Sekolah Kerajaan,C,Pentadbiran dan P & P,1963
PERLIS,JPN PERLIS,RRA0002,SEKOLAH MENENGAH KEBANGSAAN AGAMA (P) ALAWIYAH,Sekolah Kerajaan,ASRAMA PUTERI,Asrama,1985
PERLIS,JPN PERLIS,RRA0002,SEKOLAH MENENGAH KEBANGSAAN AGAMA (P) ALAWIYAH,Sekolah Kerajaan,DEWAN MAKAN,Asrama,1992
PERLIS,JPN PERLIS,RRA0002,SEKOLAH MENENGAH KEBANGSAAN AGAMA (P) ALAWIYAH,Sekolah Kerajaan,B,Pentadbiran dan P & P,2008
PERLIS,JPN PERLIS,RRA0002,SEKOLAH MENENGAH KEBANGSAAN AGAMA (P) ALAWIYAH,Sekolah Kerajaan,H,P & P,1963
PERLIS,JPN PERLIS,RRA0002,SEKOLAH MENENGAH KEBANGSAAN AGAMA (P) ALAWIYAH,Sekolah Kerajaan,I,Makmal Sains,1963
PERLIS,JPN PERLIS,RRA0002,SEKOLAH MENENGAH KEBANGSAAN AGAMA (P) ALAWIYAH,Sekolah Kerajaan,G,P & P,1963
PERLIS,JPN PERLIS,RRA0002,SEKOLAH MENENGAH KEBANGSAAN AGAMA (P) ALAWIYAH,Sekolah Kerajaan,F,Dewan,1963
PERLIS,JPN PERLIS,RRA0002,SEKOLAH MENENGAH KEBANGSAAN AGAMA (P) ALAWIYAH,Sekolah Kerajaan,E,P & P,1963
PERLIS,JPN PERLIS,RRA0002,SEKOLAH MENENGAH KEBANGSAAN AGAMA (P) ALAWIYAH,Sekolah Kerajaan,D,P & P,1963
PERLIS,JPN PERLIS,RBA0001,SEKOLAH KEBANGSAAN ABI,Sekolah Kerajaan,D,Makmal Komputer,2000
PERLIS,JPN PERLIS,RBA0001,SEKOLAH KEBANGSAAN ABI,Sekolah Kerajaan,F,P & P,1987
PERLIS,JPN PERLIS,RBA0001,SEKOLAH KEBANGSAAN ABI,Sekolah Kerajaan,Manjaku sayang,Pra Sekolah,2010
PERLIS,JPN PERLIS,RBA0001,SEKOLAH KEBANGSAAN ABI,Sekolah Kerajaan,H,Dewan,1970
PERLIS,JPN PERLIS,RBA0001,SEKOLAH KEBANGSAAN ABI,Sekolah Kerajaan,G,Pra Sekolah,1970
PERLIS,JPN PERLIS,RBA0001,SEKOLAH KEBANGSAAN ABI,Sekolah Kerajaan,A,Pentadbiran,1975
PERLIS,JPN PERLIS,RBA0001,SEKOLAH KEBANGSAAN ABI,Sekolah Kerajaan,B,P & P,1987
PERLIS,JPN PERLIS,RBA0001,SEKOLAH KEBANGSAAN ABI,Sekolah Kerajaan,C,P & P,1987
PERLIS,JPN PERLIS,RBA0001,SEKOLAH KEBANGSAAN ABI,Sekolah Kerajaan,E,P & P,1999
PERLIS,JPN PERLIS,RBA0002,SEKOLAH KEBANGSAAN TENGKU BUDRIAH,Sekolah Kerajaan,I. EMPAT TINGKAT,P & P,2003
PERLIS,JPN PERLIS,RBA0002,SEKOLAH KEBANGSAAN TENGKU BUDRIAH,Sekolah Kerajaan,A- BLOK A,P & P,1969
PERLIS,JPN PERLIS,RBA0002,SEKOLAH KEBANGSAAN TENGKU BUDRIAH,Sekolah Kerajaan,B- BLOK B,P & P,1969
PERLIS,JPN PERLIS,RBA0002,SEKOLAH KEBANGSAAN TENGKU BUDRIAH,Sekolah Kerajaan,C- GOTONG ROYONG,P & P,1986
PERLIS,JPN PERLIS,RBA0002,SEKOLAH KEBANGSAAN TENGKU BUDRIAH,Sekolah Kerajaan,D- TIGA TINGKAT,P & P,1985
PERLIS,JPN PERLIS,RBA0002,SEKOLAH KEBANGSAAN TENGKU BUDRIAH,Sekolah Kerajaan,E- BANGUNAN KAYU,P & P,1888
PERLIS,JPN PERLIS,RBA0002,SEKOLAH KEBANGSAAN TENGKU BUDRIAH,Sekolah Kerajaan,F- PEMULIHAN,P & P,1993
PERLIS,JPN PERLIS,RBA0002,SEKOLAH KEBANGSAAN TENGKU BUDRIAH,Sekolah Kerajaan,H. EMPAT TINGKAT,Pentadbiran dan P & P,2003
PERLIS,JPN PERLIS,RBA0002,SEKOLAH KEBANGSAAN TENGKU BUDRIAH,Sekolah Kerajaan,G- KKBP,P & P,1996
PERLIS,JPN PERLIS,RBA0003,SEKOLAH KEBANGSAAN BESERI,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2001
PERLIS,JPN PERLIS,RBA0003,SEKOLAH KEBANGSAAN BESERI,Sekolah Kerajaan,BLOK A,Dewan,1974
PERLIS,JPN PERLIS,RBA0003,SEKOLAH KEBANGSAAN BESERI,Sekolah Kerajaan,BLOK B,Bengkel,1964
PERLIS,JPN PERLIS,RBA0003,SEKOLAH KEBANGSAAN BESERI,Sekolah Kerajaan,BLOK C,P & P,1982
PERLIS,JPN PERLIS,RBA0003,SEKOLAH KEBANGSAAN BESERI,Sekolah Kerajaan,BLOK D,Pentadbiran dan P & P,2010
PERLIS,JPN PERLIS,RBA0003,SEKOLAH KEBANGSAAN BESERI,Sekolah Kerajaan,BLOK E,P & P,2010
PERLIS,JPN PERLIS,RBA0003,SEKOLAH KEBANGSAAN BESERI,Sekolah Kerajaan,PRA AMANAH,Pra Sekolah,2012
PERLIS,JPN PERLIS,RBA0003,SEKOLAH KEBANGSAAN BESERI,Sekolah Kerajaan,KANTIN,Kantin,1974
PERLIS,JPN PERLIS,RBA0003,SEKOLAH KEBANGSAAN BESERI,Sekolah Kerajaan,PRA BESTARI,Pra Sekolah,2007
PERLIS,JPN PERLIS,RBA0004,SEKOLAH KEBANGSAAN BINTONG,Sekolah Kerajaan,BLOK EFEKTIF,Pentadbiran dan P & P,2004
PERLIS,JPN PERLIS,RBA0004,SEKOLAH KEBANGSAAN BINTONG,Sekolah Kerajaan,BLOK CEMERLANG,Dewan,1990
PERLIS,JPN PERLIS,RBA0004,SEKOLAH KEBANGSAAN BINTONG,Sekolah Kerajaan,BLOK BIJAKSANA,Pra Sekolah,1975
PERLIS,JPN PERLIS,RBA0004,SEKOLAH KEBANGSAAN BINTONG,Sekolah Kerajaan,BLOK DEDIKASI,P & P,1998
PERLIS,JPN PERLIS,RBA0004,SEKOLAH KEBANGSAAN BINTONG,Sekolah Kerajaan,BLOK AMANAH,P & P,1973
PERLIS,JPN PERLIS,RBA0005,SEKOLAH KEBANGSAAN BOHOR MALI,Sekolah Kerajaan,BLOK A,Pentadbiran dan P & P,2010
PERLIS,JPN PERLIS,RBA0005,SEKOLAH KEBANGSAAN BOHOR MALI,Sekolah Kerajaan,BLOK G,Kantin,2004
PERLIS,JPN PERLIS,RBA0005,SEKOLAH KEBANGSAAN BOHOR MALI,Sekolah Kerajaan,BLOK C,P & P,1994
PERLIS,JPN PERLIS,RBA0005,SEKOLAH KEBANGSAAN BOHOR MALI,Sekolah Kerajaan,BLOK B,P & P,1982
PERLIS,JPN PERLIS,RBA0005,SEKOLAH KEBANGSAAN BOHOR MALI,Sekolah Kerajaan,BLOK D,Pra Sekolah,1998
PERLIS,JPN PERLIS,RBA0005,SEKOLAH KEBANGSAAN BOHOR MALI,Sekolah Kerajaan,BLOK F,Makmal Komputer,2001
PERLIS,JPN PERLIS,RBA0005,SEKOLAH KEBANGSAAN BOHOR MALI,Sekolah Kerajaan,BLOK E,Surau,1996
PERLIS,JPN PERLIS,RBA0006,SEKOLAH KEBANGSAAN RAJA PEREMPUAN BUDRIAH,Sekolah Kerajaan,BLOK D - MELOR,P & P,1974
PERLIS,JPN PERLIS,RBA0006,SEKOLAH KEBANGSAAN RAJA PEREMPUAN BUDRIAH,Sekolah Kerajaan,B-MAWAR (PraSekolah),P & P,2004
PERLIS,JPN PERLIS,RBA0006,SEKOLAH KEBANGSAAN RAJA PEREMPUAN BUDRIAH,Sekolah Kerajaan,A- TERATAI,Dewan,1974
PERLIS,JPN PERLIS,RBA0006,SEKOLAH KEBANGSAAN RAJA PEREMPUAN BUDRIAH,Sekolah Kerajaan,F-ORKID (Mak Kom),Makmal Komputer,2002
PERLIS,JPN PERLIS,RBA0006,SEKOLAH KEBANGSAAN RAJA PEREMPUAN BUDRIAH,Sekolah Kerajaan,C-MELATI (Kantin),Kantin,1974
PERLIS,JPN PERLIS,RBA0006,SEKOLAH KEBANGSAAN RAJA PEREMPUAN BUDRIAH,Sekolah Kerajaan,G-BUNGA RAYA,Pentadbiran dan P & P,2009
PERLIS,JPN PERLIS,RBA0007,SEKOLAH KEBANGSAAN CHUPING,Sekolah Kerajaan,Blok J,Kediaman,1970
PERLIS,JPN PERLIS,RBA0007,SEKOLAH KEBANGSAAN CHUPING,Sekolah Kerajaan,Surau,Surau,1960
PERLIS,JPN PERLIS,RBA0007,SEKOLAH KEBANGSAAN CHUPING,Sekolah Kerajaan,PRASEKOLAH,Pra Sekolah,2013
PERLIS,JPN PERLIS,RBA0007,SEKOLAH KEBANGSAAN CHUPING,Sekolah Kerajaan,Bangunan A dan B,Pentadbiran dan P & P,1982
PERLIS,JPN PERLIS,RBA0007,SEKOLAH KEBANGSAAN CHUPING,Sekolah Kerajaan,Bangunan C,Bengkel,1968
PERLIS,JPN PERLIS,RBA0007,SEKOLAH KEBANGSAAN CHUPING,Sekolah Kerajaan,Bangunan Lama,Bengkel,1912
PERLIS,JPN PERLIS,RBA0007,SEKOLAH KEBANGSAAN CHUPING,Sekolah Kerajaan,Bangunan D,Kediaman,1990
PERLIS,JPN PERLIS,RBA0007,SEKOLAH KEBANGSAAN CHUPING,Sekolah Kerajaan,Blok D - Gotong Royo,P & P,1989
PERLIS,JPN PERLIS,RBA0007,SEKOLAH KEBANGSAAN CHUPING,Sekolah Kerajaan,ASRAMA DESA,Asrama,1989
PERLIS,JPN PERLIS,RBA0007,SEKOLAH KEBANGSAAN CHUPING,Sekolah Kerajaan,Blok E,Kantin,1990
PERLIS,JPN PERLIS,RBA0007,SEKOLAH KEBANGSAAN CHUPING,Sekolah Kerajaan,Pra Sekolah,Pra Sekolah,2007
PERLIS,JPN PERLIS,RBA0009,SEKOLAH KEBANGSAAN DATO KAYAMAN,Sekolah Kerajaan,BLOK WAWASAN,Pentadbiran dan P & P,1994
PERLIS,JPN PERLIS,RBA0009,SEKOLAH KEBANGSAAN DATO KAYAMAN,Sekolah Kerajaan,BILIK KOKURIKULUM,P & P,1998
PERLIS,JPN PERLIS,RBA0009,SEKOLAH KEBANGSAAN DATO KAYAMAN,Sekolah Kerajaan,BLOK EHSAN,P & P,2001
PERLIS,JPN PERLIS,RBA0009,SEKOLAH KEBANGSAAN DATO KAYAMAN,Sekolah Kerajaan,BLOK WARISAN,P & P,1978
PERLIS,JPN PERLIS,RBA0009,SEKOLAH KEBANGSAAN DATO KAYAMAN,Sekolah Kerajaan,STOR SUKAN,P & P,2008
PERLIS,JPN PERLIS,RBA0009,SEKOLAH KEBANGSAAN DATO KAYAMAN,Sekolah Kerajaan,SURAU,Surau,2000
PERLIS,JPN PERLIS,RBA0009,SEKOLAH KEBANGSAAN DATO KAYAMAN,Sekolah Kerajaan,BLOK PERDANA,Pentadbiran dan P & P,2011
PERLIS,JPN PERLIS,RBA0009,SEKOLAH KEBANGSAAN DATO KAYAMAN,Sekolah Kerajaan,PRA DAHLIA,Pra Sekolah,2010
PERLIS,JPN PERLIS,RBA0009,SEKOLAH KEBANGSAAN DATO KAYAMAN,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2002
PERLIS,JPN PERLIS,RBA0009,SEKOLAH KEBANGSAAN DATO KAYAMAN,Sekolah Kerajaan,PRA MAWAR,Pra Sekolah,2011
PERLIS,JPN PERLIS,RBA0010,SEKOLAH KEBANGSAAN GUAR NANGKA,Sekolah Kerajaan,BLOK D,Asrama,1990
PERLIS,JPN PERLIS,RBA0010,SEKOLAH KEBANGSAAN GUAR NANGKA,Sekolah Kerajaan,BLOK C,Dewan,1990
PERLIS,JPN PERLIS,RBA0010,SEKOLAH KEBANGSAAN GUAR NANGKA,Sekolah Kerajaan,BLOK E,P & P,1998
PERLIS,JPN PERLIS,RBA0010,SEKOLAH KEBANGSAAN GUAR NANGKA,Sekolah Kerajaan,BLOK A,Pentadbiran,2009
PERLIS,JPN PERLIS,RBA0010,SEKOLAH KEBANGSAAN GUAR NANGKA,Sekolah Kerajaan,BLOK B,P & P,2009
PERLIS,JPN PERLIS,RBA0010,SEKOLAH KEBANGSAAN GUAR NANGKA,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2002
PERLIS,JPN PERLIS,RBA0010,SEKOLAH KEBANGSAAN GUAR NANGKA,Sekolah Kerajaan,BLOK D,P & P,1992
PERLIS,JPN PERLIS,RBA0011,SEKOLAH KEBANGSAAN JEJAWI,Sekolah Kerajaan,KANTIN,Kantin,1982
PERLIS,JPN PERLIS,RBA0011,SEKOLAH KEBANGSAAN JEJAWI,Sekolah Kerajaan,MELATI B,P & P,2011
PERLIS,JPN PERLIS,RBA0011,SEKOLAH KEBANGSAAN JEJAWI,Sekolah Kerajaan,TERATAI A,Pentadbiran dan P & P,2011
PERLIS,JPN PERLIS,RBA0011,SEKOLAH KEBANGSAAN JEJAWI,Sekolah Kerajaan,Blok CEMPAKA,P & P,1991
PERLIS,JPN PERLIS,RBA0011,SEKOLAH KEBANGSAAN JEJAWI,Sekolah Kerajaan,Blok KEMBOJA,P & P,1982
PERLIS,JPN PERLIS,RBA0011,SEKOLAH KEBANGSAAN JEJAWI,Sekolah Kerajaan,Blok DAHLIA,Pentadbiran dan P & P,1982
PERLIS,JPN PERLIS,RBA0011,SEKOLAH KEBANGSAAN JEJAWI,Sekolah Kerajaan,Blok MAWAR,P & P,1991
PERLIS,JPN PERLIS,RBA0012,SEKOLAH KEBANGSAAN JELEMPOK,Sekolah Kerajaan,BLOK A,Pentadbiran dan P & P,2011
PERLIS,JPN PERLIS,RBA0012,SEKOLAH KEBANGSAAN JELEMPOK,Sekolah Kerajaan,BLOK C,Bengkel,1965
PERLIS,JPN PERLIS,RBA0012,SEKOLAH KEBANGSAAN JELEMPOK,Sekolah Kerajaan,BLOK E,P & P,1989
PERLIS,JPN PERLIS,RBA0012,SEKOLAH KEBANGSAAN JELEMPOK,Sekolah Kerajaan,BLOK B,P & P,1975
PERLIS,JPN PERLIS,RBA0012,SEKOLAH KEBANGSAAN JELEMPOK,Sekolah Kerajaan,Blok D,Kantin,1989
PERLIS,JPN PERLIS,RBA0012,SEKOLAH KEBANGSAAN JELEMPOK,Sekolah Kerajaan,BLOK F,P & P,2000
PERLIS,JPN PERLIS,RBA0012,SEKOLAH KEBANGSAAN JELEMPOK,Sekolah Kerajaan,Blok G,Makmal Komputer,2000
PERLIS,JPN PERLIS,RBA0012,SEKOLAH KEBANGSAAN JELEMPOK,Sekolah Kerajaan,Blok H,Pentadbiran dan P & P,2011
PERLIS,JPN PERLIS,RBA0013,SEKOLAH KEBANGSAAN KAMPONG SALANG,Sekolah Kerajaan,BANGUNAN BARU,Pentadbiran dan P & P,2011
PERLIS,JPN PERLIS,RBA0013,SEKOLAH KEBANGSAAN KAMPONG SALANG,Sekolah Kerajaan,BLOK A,P & P,1961
PERLIS,JPN PERLIS,RBA0013,SEKOLAH KEBANGSAAN KAMPONG SALANG,Sekolah Kerajaan,BLOK B,P & P,1965
PERLIS,JPN PERLIS,RBA0013,SEKOLAH KEBANGSAAN KAMPONG SALANG,Sekolah Kerajaan,BLOK C,Surau,1975
PERLIS,JPN PERLIS,RBA0013,SEKOLAH KEBANGSAAN KAMPONG SALANG,Sekolah Kerajaan,BLOK D,P & P,1980
PERLIS,JPN PERLIS,RBA0013,SEKOLAH KEBANGSAAN KAMPONG SALANG,Sekolah Kerajaan,BLOK E,Kantin,1990
PERLIS,JPN PERLIS,RBA0013,SEKOLAH KEBANGSAAN KAMPONG SALANG,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2001
PERLIS,JPN PERLIS,RBA0013,SEKOLAH KEBANGSAAN KAMPONG SALANG,Sekolah Kerajaan,BLOK F,P & P,1987
PERLIS,JPN PERLIS,RBA0013,SEKOLAH KEBANGSAAN KAMPONG SALANG,Sekolah Kerajaan,BLOK G,Tandas,1989
PERLIS,JPN PERLIS,RBA0013,SEKOLAH KEBANGSAAN KAMPONG SALANG,Sekolah Kerajaan,BLOK H,P & P,2002
PERLIS,JPN PERLIS,RBA0014,SEKOLAH KEBANGSAAN KAMPONG SERDANG,Sekolah Kerajaan,BLOK A,Pentadbiran dan P & P,1973
PERLIS,JPN PERLIS,RBA0014,SEKOLAH KEBANGSAAN KAMPONG SERDANG,Sekolah Kerajaan,BLOK B,P & P,1973
PERLIS,JPN PERLIS,RBA0014,SEKOLAH KEBANGSAAN KAMPONG SERDANG,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,1995
PERLIS,JPN PERLIS,RBA0014,SEKOLAH KEBANGSAAN KAMPONG SERDANG,Sekolah Kerajaan,BLOK C,P & P,1991
PERLIS,JPN PERLIS,RBA0014,SEKOLAH KEBANGSAAN KAMPONG SERDANG,Sekolah Kerajaan,DEWAN HARMONI,Dewan,2001
PERLIS,JPN PERLIS,RBA0014,SEKOLAH KEBANGSAAN KAMPONG SERDANG,Sekolah Kerajaan,RUMAH PAM,Rumah Pam,1973
PERLIS,JPN PERLIS,RBA0014,SEKOLAH KEBANGSAAN KAMPONG SERDANG,Sekolah Kerajaan,BLOK D,P & P,2016
PERLIS,JPN PERLIS,RBA0014,SEKOLAH KEBANGSAAN KAMPONG SERDANG,Sekolah Kerajaan,TANDAS GURU DAN MURID,Tandas,2013
PERLIS,JPN PERLIS,RBA0014,SEKOLAH KEBANGSAAN KAMPONG SERDANG,Sekolah Kerajaan,PRA MUTIARA,Pra Sekolah,2013
PERLIS,JPN PERLIS,RBA0014,SEKOLAH KEBANGSAAN KAMPONG SERDANG,Sekolah Kerajaan,KANTIN,Kantin,1973
PERLIS,JPN PERLIS,RBA0014,SEKOLAH KEBANGSAAN KAMPONG SERDANG,Sekolah Kerajaan,SURAU,Surau,2003
PERLIS,JPN PERLIS,RBA0014,SEKOLAH KEBANGSAAN KAMPONG SERDANG,Sekolah Kerajaan,RUMAH GURU,Kediaman,1997
PERLIS,JPN PERLIS,RBA0014,SEKOLAH KEBANGSAAN KAMPONG SERDANG,Sekolah Kerajaan,MAKMAL CITAKU LAB,Makmal Komputer,2011
PERLIS,JPN PERLIS,RBA0015,SEKOLAH KEBANGSAAN DATO WAN AHMAD,Sekolah Kerajaan,I,Dewan,1986
PERLIS,JPN PERLIS,RBA0015,SEKOLAH KEBANGSAAN DATO WAN AHMAD,Sekolah Kerajaan,J,Pentadbiran,1986
PERLIS,JPN PERLIS,RBA0015,SEKOLAH KEBANGSAAN DATO WAN AHMAD,Sekolah Kerajaan,K,Pentadbiran,1990
PERLIS,JPN PERLIS,RBA0015,SEKOLAH KEBANGSAAN DATO WAN AHMAD,Sekolah Kerajaan,G,Surau,1980
PERLIS,JPN PERLIS,RBA0015,SEKOLAH KEBANGSAAN DATO WAN AHMAD,Sekolah Kerajaan,H,Pendidikan Khas,1980
PERLIS,JPN PERLIS,RBA0015,SEKOLAH KEBANGSAAN DATO WAN AHMAD,Sekolah Kerajaan,F,Bengkel,1992
PERLIS,JPN PERLIS,RBA0015,SEKOLAH KEBANGSAAN DATO WAN AHMAD,Sekolah Kerajaan,B,P & P,1968
PERLIS,JPN PERLIS,RBA0015,SEKOLAH KEBANGSAAN DATO WAN AHMAD,Sekolah Kerajaan,A,Pentadbiran dan P & P,1982
PERLIS,JPN PERLIS,RBA0015,SEKOLAH KEBANGSAAN DATO WAN AHMAD,Sekolah Kerajaan,C,Kantin,1988
PERLIS,JPN PERLIS,RBA0015,SEKOLAH KEBANGSAAN DATO WAN AHMAD,Sekolah Kerajaan,E,P & P,1999
PERLIS,JPN PERLIS,RBA0015,SEKOLAH KEBANGSAAN DATO WAN AHMAD,Sekolah Kerajaan,D,P & P,1980
PERLIS,JPN PERLIS,RBA0015,SEKOLAH KEBANGSAAN DATO WAN AHMAD,Sekolah Kerajaan,L,Makmal Komputer,2001
PERLIS,JPN PERLIS,RBA0016,SEKOLAH KEBANGSAAN SERI PERLIS,Sekolah Kerajaan,DEWAN,Dewan,1924
PERLIS,JPN PERLIS,RBA0016,SEKOLAH KEBANGSAAN SERI PERLIS,Sekolah Kerajaan,KANTIN,Kantin,1924
PERLIS,JPN PERLIS,RBA0016,SEKOLAH KEBANGSAAN SERI PERLIS,Sekolah Kerajaan,E,Pentadbiran dan P & P,2011
PERLIS,JPN PERLIS,RBA0016,SEKOLAH KEBANGSAAN SERI PERLIS,Sekolah Kerajaan,D,Pentadbiran dan P & P,2011
PERLIS,JPN PERLIS,RBA0016,SEKOLAH KEBANGSAAN SERI PERLIS,Sekolah Kerajaan,C,Makmal Komputer,2003
PERLIS,JPN PERLIS,RBA0016,SEKOLAH KEBANGSAAN SERI PERLIS,Sekolah Kerajaan,B,P & P,1995
PERLIS,JPN PERLIS,RBA0016,SEKOLAH KEBANGSAAN SERI PERLIS,Sekolah Kerajaan,A,Pentadbiran dan P & P,1924
PERLIS,JPN PERLIS,RBA0017,SEKOLAH KEBANGSAAN KAYANG,Sekolah Kerajaan,SURAU,Surau,2017
PERLIS,JPN PERLIS,RBA0017,SEKOLAH KEBANGSAAN KAYANG,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2001
PERLIS,JPN PERLIS,RBA0017,SEKOLAH KEBANGSAAN KAYANG,Sekolah Kerajaan,BLOK A,Pentadbiran dan P & P,1981
PERLIS,JPN PERLIS,RBA0017,SEKOLAH KEBANGSAAN KAYANG,Sekolah Kerajaan,BLOK D,P & P,1998
PERLIS,JPN PERLIS,RBA0017,SEKOLAH KEBANGSAAN KAYANG,Sekolah Kerajaan,BLOK E,P & P,2001
PERLIS,JPN PERLIS,RBA0017,SEKOLAH KEBANGSAAN KAYANG,Sekolah Kerajaan,BLOK C,P & P,1992
PERLIS,JPN PERLIS,RBA0017,SEKOLAH KEBANGSAAN KAYANG,Sekolah Kerajaan,BLOK B,P & P,1985
PERLIS,JPN PERLIS,RBA0017,SEKOLAH KEBANGSAAN KAYANG,Sekolah Kerajaan,BLOK F,Pra Sekolah,2007
PERLIS,JPN PERLIS,RBA0018,SEKOLAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,SURAU,Surau,1995
PERLIS,JPN PERLIS,RBA0018,SEKOLAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,1998
PERLIS,JPN PERLIS,RBA0018,SEKOLAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,BLOK PKBP,Pendidikan Khas,2000
PERLIS,JPN PERLIS,RBA0018,SEKOLAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,BLOK A,P & P,1963
PERLIS,JPN PERLIS,RBA0018,SEKOLAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,BLOK (P),Asrama,1996
PERLIS,JPN PERLIS,RBA0018,SEKOLAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,BLOK (L),Asrama,1996
PERLIS,JPN PERLIS,RBA0018,SEKOLAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,BLOK (K),Asrama,1996
PERLIS,JPN PERLIS,RBA0018,SEKOLAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,BLOK (D),Pentadbiran dan P & P,1991
PERLIS,JPN PERLIS,RBA0018,SEKOLAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,BLOK (C),P & P,1974
PERLIS,JPN PERLIS,RBA0018,SEKOLAH KEBANGSAAN KUALA PERLIS,Sekolah Kerajaan,BLOK (B),Pra Sekolah,1970
PERLIS,JPN PERLIS,RBA0019,SEKOLAH KEBANGSAAN PADANG KOTA,Sekolah Kerajaan,BUNGA RAYA,Pentadbiran dan P & P,2011
PERLIS,JPN PERLIS,RBA0019,SEKOLAH KEBANGSAAN PADANG KOTA,Sekolah Kerajaan,TERATAI,P & P,1993
PERLIS,JPN PERLIS,RBA0019,SEKOLAH KEBANGSAAN PADANG KOTA,Sekolah Kerajaan,MELATI,P & P,2000
PERLIS,JPN PERLIS,RBA0019,SEKOLAH KEBANGSAAN PADANG KOTA,Sekolah Kerajaan,MELUR,P & P,1980
PERLIS,JPN PERLIS,RBA0019,SEKOLAH KEBANGSAAN PADANG KOTA,Sekolah Kerajaan,ANGGERIK,P & P,1994
PERLIS,JPN PERLIS,RBA0019,SEKOLAH KEBANGSAAN PADANG KOTA,Sekolah Kerajaan,CEMPAKA,P & P,1967
PERLIS,JPN PERLIS,RBA0020,SEKOLAH KEBANGSAAN ORAN,Sekolah Kerajaan,Anjung Nurani,Pra Sekolah,2007
PERLIS,JPN PERLIS,RBA0020,SEKOLAH KEBANGSAAN ORAN,Sekolah Kerajaan,Bilik Sukan,Gimnasium,2007
PERLIS,JPN PERLIS,RBA0020,SEKOLAH KEBANGSAAN ORAN,Sekolah Kerajaan,BLOK E,P & P,2014
