NEGERI,PPD,KODSEKOLAH,NAMASEKOLAH,BANTUAN,NAMABLOK,KEGUNAAN,TAHUN_BINA
PERLIS,JPN PERLIS,RBC0044,SEKOLAH JENIS KEBANGSAAN (CINA) CHOON SIEW,Sekolah Bantuan Kerajaan,BLOCK D,P & P,2007
PERLIS,JPN PERLIS,RBC0044,SEKOLAH JENIS KEBANGSAAN (CINA) CHOON SIEW,Sekolah Bantuan Kerajaan,DEWAN,Dewan,1998
PERLIS,JPN PERLIS,RBC0044,SEKOLAH JENIS KEBANGSAAN (CINA) CHOON SIEW,Sekolah Bantuan Kerajaan,BLOK C,Pentadbiran dan P & P,1982
PERLIS,JPN PERLIS,RBC0044,SEKOLAH JENIS KEBANGSAAN (CINA) CHOON SIEW,Sekolah Bantuan Kerajaan,Pra Sekolah,Pra Sekolah,2011
PERLIS,JPN PERLIS,RBC0044,SEKOLAH JENIS KEBANGSAAN (CINA) CHOON SIEW,Sekolah Bantuan Kerajaan,BLOK E,P & P,2014
PERLIS,JPN PERLIS,RBC0044,SEKOLAH JENIS KEBANGSAAN (CINA) CHOON SIEW,Sekolah Bantuan Kerajaan,KANTIN,Kantin,1954
PERLIS,JPN PERLIS,RBC0045,SEKOLAH JENIS KEBANGSAAN (CINA) HWA AIK,Sekolah Bantuan Kerajaan,H,P & P,2014
PERLIS,JPN PERLIS,RBC0045,SEKOLAH JENIS KEBANGSAAN (CINA) HWA AIK,Sekolah Bantuan Kerajaan,A,P & P,1955
PERLIS,JPN PERLIS,RBC0045,SEKOLAH JENIS KEBANGSAAN (CINA) HWA AIK,Sekolah Bantuan Kerajaan,F,Pentadbiran dan P & P,2007
PERLIS,JPN PERLIS,RBC0045,SEKOLAH JENIS KEBANGSAAN (CINA) HWA AIK,Sekolah Bantuan Kerajaan,G,Dewan,2007
PERLIS,JPN PERLIS,RBC0045,SEKOLAH JENIS KEBANGSAAN (CINA) HWA AIK,Sekolah Bantuan Kerajaan,D,Makmal Sains,1969
PERLIS,JPN PERLIS,RBC0045,SEKOLAH JENIS KEBANGSAAN (CINA) HWA AIK,Sekolah Bantuan Kerajaan,E,P & P,1991
PERLIS,JPN PERLIS,RBC0045,SEKOLAH JENIS KEBANGSAAN (CINA) HWA AIK,Sekolah Bantuan Kerajaan,B,Pentadbiran dan P & P,1981
PERLIS,JPN PERLIS,RBC0045,SEKOLAH JENIS KEBANGSAAN (CINA) HWA AIK,Sekolah Bantuan Kerajaan,C,Kantin,1981
PERLIS,JPN PERLIS,RBC0045,SEKOLAH JENIS KEBANGSAAN (CINA) HWA AIK,Sekolah Bantuan Kerajaan,BLOK PRA,Pra Sekolah,2010
PERLIS,JPN PERLIS,RBC0046,SEKOLAH JENIS KEBANGSAAN (CINA) KHAY BENG,Sekolah Bantuan Kerajaan,Blok A,Pentadbiran dan P & P,1962
PERLIS,JPN PERLIS,RBC0046,SEKOLAH JENIS KEBANGSAAN (CINA) KHAY BENG,Sekolah Bantuan Kerajaan,Kantin,Kantin,2009
PERLIS,JPN PERLIS,RBC0046,SEKOLAH JENIS KEBANGSAAN (CINA) KHAY BENG,Sekolah Bantuan Kerajaan,Dewan Khay Beng,Dewan,2013
PERLIS,JPN PERLIS,RBC0046,SEKOLAH JENIS KEBANGSAAN (CINA) KHAY BENG,Sekolah Bantuan Kerajaan,Blok B,P & P,1999
PERLIS,JPN PERLIS,RBC0046,SEKOLAH JENIS KEBANGSAAN (CINA) KHAY BENG,Sekolah Bantuan Kerajaan,Pra Sekolah,Pra Sekolah,2011
PERLIS,JPN PERLIS,RBC0046,SEKOLAH JENIS KEBANGSAAN (CINA) KHAY BENG,Sekolah Bantuan Kerajaan,Blok C,P & P,2012
PERLIS,JPN PERLIS,RBC0047,SEKOLAH JENIS KEBANGSAAN (CINA) KHOON AIK,Sekolah Bantuan Kerajaan,C,Pentadbiran dan P & P,2004
PERLIS,JPN PERLIS,RBC0047,SEKOLAH JENIS KEBANGSAAN (CINA) KHOON AIK,Sekolah Bantuan Kerajaan,B,P & P,1988
PERLIS,JPN PERLIS,RBC0047,SEKOLAH JENIS KEBANGSAAN (CINA) KHOON AIK,Sekolah Bantuan Kerajaan,DEWAN SEKOLAH,Dewan,1998
PERLIS,JPN PERLIS,RBC0047,SEKOLAH JENIS KEBANGSAAN (CINA) KHOON AIK,Sekolah Bantuan Kerajaan,PRASEKOLAH A,Pra Sekolah,2011
PERLIS,JPN PERLIS,RBC0047,SEKOLAH JENIS KEBANGSAAN (CINA) KHOON AIK,Sekolah Bantuan Kerajaan,KANTIN BAHARU,Kantin,2013
PERLIS,JPN PERLIS,RBC0047,SEKOLAH JENIS KEBANGSAAN (CINA) KHOON AIK,Sekolah Bantuan Kerajaan,PRA SEKOLAH B,Pra Sekolah,2012
PERLIS,JPN PERLIS,RBC0047,SEKOLAH JENIS KEBANGSAAN (CINA) KHOON AIK,Sekolah Bantuan Kerajaan,D,Kantin,1986
PERLIS,JPN PERLIS,RBC0047,SEKOLAH JENIS KEBANGSAAN (CINA) KHOON AIK,Sekolah Bantuan Kerajaan,A,Pentadbiran dan P & P,1979
PERLIS,JPN PERLIS,RBC0048,SEKOLAH JENIS KEBANGSAAN (CINA) PADANG BESAR UTARA,Sekolah Kerajaan,A,P & P,2010
PERLIS,JPN PERLIS,RBC0048,SEKOLAH JENIS KEBANGSAAN (CINA) PADANG BESAR UTARA,Sekolah Kerajaan,B,P & P,1941
PERLIS,JPN PERLIS,RBC0048,SEKOLAH JENIS KEBANGSAAN (CINA) PADANG BESAR UTARA,Sekolah Kerajaan,C,Bengkel,1968
PERLIS,JPN PERLIS,RBC0048,SEKOLAH JENIS KEBANGSAAN (CINA) PADANG BESAR UTARA,Sekolah Kerajaan,Prasekolah,Pra Sekolah,1997
PERLIS,JPN PERLIS,RBC0048,SEKOLAH JENIS KEBANGSAAN (CINA) PADANG BESAR UTARA,Sekolah Kerajaan,Makmal ICT,Makmal Komputer,1990
PERLIS,JPN PERLIS,RBC0048,SEKOLAH JENIS KEBANGSAAN (CINA) PADANG BESAR UTARA,Sekolah Kerajaan,Dewan,Pentadbiran dan P & P,1975
PERLIS,JPN PERLIS,RBC0048,SEKOLAH JENIS KEBANGSAAN (CINA) PADANG BESAR UTARA,Sekolah Kerajaan,Kantin,Kantin,1978
PERLIS,JPN PERLIS,RBC0049,SEKOLAH JENIS KEBANGSAAN (CINA) KONG AIK,Sekolah Bantuan Kerajaan,3,P & P,2013
PERLIS,JPN PERLIS,RBC0049,SEKOLAH JENIS KEBANGSAAN (CINA) KONG AIK,Sekolah Bantuan Kerajaan,2,Pra Sekolah,1963
PERLIS,JPN PERLIS,RBC0049,SEKOLAH JENIS KEBANGSAAN (CINA) KONG AIK,Sekolah Bantuan Kerajaan,2,Pentadbiran dan P & P,1980
PERLIS,JPN PERLIS,RBC0049,SEKOLAH JENIS KEBANGSAAN (CINA) KONG AIK,Sekolah Bantuan Kerajaan,1,Tandas,2013
PERLIS,JPN PERLIS,RBC0049,SEKOLAH JENIS KEBANGSAAN (CINA) KONG AIK,Sekolah Bantuan Kerajaan,Dewan Sekolah,Dewan,2004
PERLIS,JPN PERLIS,RBC0049,SEKOLAH JENIS KEBANGSAAN (CINA) KONG AIK,Sekolah Bantuan Kerajaan,1,Pentadbiran dan P & P,1963
PERLIS,JPN PERLIS,RBC0049,SEKOLAH JENIS KEBANGSAAN (CINA) KONG AIK,Sekolah Bantuan Kerajaan,kantin,Kantin,2014
PERLIS,JPN PERLIS,RBC0050,SEKOLAH JENIS KEBANGSAAN (CINA) KONG HWA,Sekolah Kerajaan,PRASEKOLAH,P & P,2007
PERLIS,JPN PERLIS,RBC0050,SEKOLAH JENIS KEBANGSAAN (CINA) KONG HWA,Sekolah Kerajaan,PERPUSTAKAAN,Pentadbiran dan P & P,1980
PERLIS,JPN PERLIS,RBC0050,SEKOLAH JENIS KEBANGSAAN (CINA) KONG HWA,Sekolah Kerajaan,DEWAN,Dewan,1966
PERLIS,JPN PERLIS,RBC0050,SEKOLAH JENIS KEBANGSAAN (CINA) KONG HWA,Sekolah Kerajaan,B,P & P,1969
PERLIS,JPN PERLIS,RBC0050,SEKOLAH JENIS KEBANGSAAN (CINA) KONG HWA,Sekolah Kerajaan,KANTIN,Kantin,1966
PERLIS,JPN PERLIS,RBC0050,SEKOLAH JENIS KEBANGSAAN (CINA) KONG HWA,Sekolah Kerajaan,MAKMAL KOMPUTER,Makmal Komputer,2002
PERLIS,JPN PERLIS,RBC0050,SEKOLAH JENIS KEBANGSAAN (CINA) KONG HWA,Sekolah Kerajaan,TANDAS,Tandas,1966
PERLIS,JPN PERLIS,RBC0050,SEKOLAH JENIS KEBANGSAAN (CINA) KONG HWA,Sekolah Kerajaan,PEJABAT,Pentadbiran,1966
PERLIS,JPN PERLIS,RBC0050,SEKOLAH JENIS KEBANGSAAN (CINA) KONG HWA,Sekolah Kerajaan,BANGUNAN 4 TINGKAT,Pentadbiran dan P & P,2009
PERLIS,JPN PERLIS,RBC0050,SEKOLAH JENIS KEBANGSAAN (CINA) KONG HWA,Sekolah Kerajaan,BANGUNAN 3 TINGKAT,Pentadbiran dan P & P,2009
PERLIS,JPN PERLIS,RBC0051,SEKOLAH JENIS KEBANGSAAN (CINA) SIMPANG EMPAT,Sekolah Bantuan Kerajaan,DEWAN,Dewan,1985
PERLIS,JPN PERLIS,RBC0051,SEKOLAH JENIS KEBANGSAAN (CINA) SIMPANG EMPAT,Sekolah Bantuan Kerajaan,BILIK DARJAH,P & P,1984
PERLIS,JPN PERLIS,RBC0051,SEKOLAH JENIS KEBANGSAAN (CINA) SIMPANG EMPAT,Sekolah Bantuan Kerajaan,PERPUSTAKAAN,P & P,2009
PERLIS,JPN PERLIS,RBC0051,SEKOLAH JENIS KEBANGSAAN (CINA) SIMPANG EMPAT,Sekolah Bantuan Kerajaan,Kantin,Kantin,2013
PERLIS,JPN PERLIS,RBC0051,SEKOLAH JENIS KEBANGSAAN (CINA) SIMPANG EMPAT,Sekolah Bantuan Kerajaan,Tandas,Tandas,2005
PERLIS,JPN PERLIS,RBC0051,SEKOLAH JENIS KEBANGSAAN (CINA) SIMPANG EMPAT,Sekolah Bantuan Kerajaan,Pra Sekolah,Pra Sekolah,2011
PERLIS,JPN PERLIS,RBC0052,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,Sekolah Kerajaan,BLOK Pentadbiran,Pentadbiran,1989
PERLIS,JPN PERLIS,RBC0052,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,Sekolah Kerajaan,BLOK D,Kantin,1968
PERLIS,JPN PERLIS,RBC0052,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,Sekolah Kerajaan,BLOK E,P & P,1989
PERLIS,JPN PERLIS,RBC0052,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,Sekolah Kerajaan,BLOK C (T5-T6),P & P,1989
PERLIS,JPN PERLIS,RBC0052,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,Sekolah Kerajaan,Makmal ICT,Makmal Komputer,2000
PERLIS,JPN PERLIS,RBC0052,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,Sekolah Kerajaan,BLOK B,P & P,1968
PERLIS,JPN PERLIS,RBC0052,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,Sekolah Kerajaan,BLOK F,P & P,1998
PERLIS,JPN PERLIS,RBC0052,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,Sekolah Kerajaan,DEWAN,Dewan,1991
PERLIS,JPN PERLIS,RBC0052,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,Sekolah Kerajaan,TANDAS MURID,Tandas,1996
PERLIS,JPN PERLIS,RBC0052,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,Sekolah Kerajaan,TANDAS GURU,Tandas,1996
PERLIS,JPN PERLIS,RBC0052,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,Sekolah Kerajaan,BLOK B,Pra Sekolah,2003
PERLIS,JPN PERLIS,RBC0052,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,Sekolah Kerajaan,DEWAN,Tandas,1991
PERLIS,JPN PERLIS,RBD0053,SEKOLAH JENIS KEBANGSAAN (TAMIL) KANGAR,Sekolah Kerajaan,BLOK  A,Pentadbiran dan P & P,2002
PERLIS,JPN PERLIS,RCT0001,SEKOLAH AGAMA AL-ISLAHIYAH (RENDAH),Sekolah Bantuan Kerajaan,A,Pentadbiran dan P & P,2007
PERLIS,JPN PERLIS,RCT0001,SEKOLAH AGAMA AL-ISLAHIYAH (RENDAH),Sekolah Bantuan Kerajaan,D,Bengkel,2015
PERLIS,JPN PERLIS,RCT0001,SEKOLAH AGAMA AL-ISLAHIYAH (RENDAH),Sekolah Bantuan Kerajaan,C,Makmal Sains,2015
PERLIS,JPN PERLIS,RCT0001,SEKOLAH AGAMA AL-ISLAHIYAH (RENDAH),Sekolah Bantuan Kerajaan,B,Kantin,2007
PERLIS,JPN PERLIS,RCT0002,SEKOLAH RENDAH ISLAM III,Sekolah Bantuan Kerajaan,BLOK  A,P & P,1998
PERLIS,JPN PERLIS,RCT0002,SEKOLAH RENDAH ISLAM III,Sekolah Bantuan Kerajaan,BLOK C,Pentadbiran dan P & P,2007
PERLIS,JPN PERLIS,RCT0002,SEKOLAH RENDAH ISLAM III,Sekolah Bantuan Kerajaan,BLOK B,Pentadbiran dan P & P,1998
PERLIS,JPN PERLIS,RCT0002,SEKOLAH RENDAH ISLAM III,Sekolah Bantuan Kerajaan,DEWAN TERBUKA,Pentadbiran dan P & P,2015
PERLIS,JPN PERLIS,RCT0002,SEKOLAH RENDAH ISLAM III,Sekolah Bantuan Kerajaan,BLOK E,P & P,2015
PERLIS,JPN PERLIS,RCT0002,SEKOLAH RENDAH ISLAM III,Sekolah Bantuan Kerajaan,BLOK D,Surau,2013
PERLIS,JPN PERLIS,RCT0003,SEKOLAH RENDAH ISLAM II,Sekolah Bantuan Kerajaan,A,Pentadbiran dan P & P,2007
PERLIS,JPN PERLIS,RCT0003,SEKOLAH RENDAH ISLAM II,Sekolah Bantuan Kerajaan,C,Makmal Sains,2016
PERLIS,JPN PERLIS,RCT0003,SEKOLAH RENDAH ISLAM II,Sekolah Bantuan Kerajaan,D,Bengkel,2016
PERLIS,JPN PERLIS,RCT0003,SEKOLAH RENDAH ISLAM II,Sekolah Bantuan Kerajaan,B,Pra Sekolah,2011
PERLIS,JPN PERLIS,RCT0004,SEKOLAH RENDAH ISLAM 1,Sekolah Bantuan Kerajaan,BANGUNAN UTAMA,Pentadbiran dan P & P,2001
PERLIS,JPN PERLIS,RCT0004,SEKOLAH RENDAH ISLAM 1,Sekolah Bantuan Kerajaan,C,Surau,2004
PERLIS,JPN PERLIS,RCT0004,SEKOLAH RENDAH ISLAM 1,Sekolah Bantuan Kerajaan,E,Makmal Sains,2014
PERLIS,JPN PERLIS,RCT0004,SEKOLAH RENDAH ISLAM 1,Sekolah Bantuan Kerajaan,G,Rumah Pam,2002
PERLIS,JPN PERLIS,RCT0004,SEKOLAH RENDAH ISLAM 1,Sekolah Bantuan Kerajaan,F,Pra Sekolah,2012
PERLIS,JPN PERLIS,RCT0004,SEKOLAH RENDAH ISLAM 1,Sekolah Bantuan Kerajaan,B,Kantin,2015
PERLIS,JPN PERLIS,RCT0004,SEKOLAH RENDAH ISLAM 1,Sekolah Bantuan Kerajaan,D,Bengkel,2015
