Year,Month,Code,Import,Export,DIFF
2016,2,GI,0,3039,-3039
2016,2,GR,496574,30595052,-30098478
2016,2,GL,7584,0,7584
2016,2,GD,0,199232,-199232
2016,2,GP,0,365872,-365872
2016,2,GU,0,310501,-310501
2016,2,GT,29887,3070532,-3040645
2016,2,GN,0,817369,-817369
2016,2,GW,0,256176,-256176
2016,2,GY,70905,181875,-110970
2016,2,HT,2669,237239,-234570
2016,2,HM,353,0,353
2016,2,HN,273537,907315,-633778
2016,2,HK,184653768,638129595,-453475827
2016,2,HU,13612390,17936300,-4323910
2016,2,IS,158828,65983,92845
2016,2,IN,260408720,501027089,-240618369
2016,2,IQ,2536,5567043,-5564507
2016,2,IE,28028071,11155480,16872591
2016,2,IR,3070502,49096278,-46025776
2016,2,IT,81779935,66051402,15728533
2016,2,JM,144240,1340083,-1195843
2016,2,JP,1074579188,1335674406,-261095218
2016,2,JO,9725903,11238787,-1512884
2016,2,KZ,283128,2795577,-2512449
2016,2,KE,1006787,17586116,-16579329
2016,2,KI,0,27195,-27195
2016,2,KW,2936120,18962605,-16026485
2016,2,KG,21,137629,-137608
2016,2,LV,1539134,4318159,-2779025
2016,2,LB,212594,4627776,-4415182
2016,2,LS,0,5745,-5745
2016,2,LR,824757,1708400,-883643
2016,2,LY,1796470,1493795,302675
2016,2,LI,4107,19557,-15450
2016,2,LT,4929690,2736955,2192735
2016,2,LU,970555,533214,437341
2016,2,MO,1220271,1723814,-503543
2016,2,MK,88414,53805,34609
2016,2,MG,885001,6969132,-6084131
2016,2,MW,213767,3200637,-2986870
2016,2,MY,1354696,0,1354696
2016,2,MV,1102,8489097,-8487995
2016,2,ML,2275,35957,-33682
2016,2,MT,3744853,1941349,1803504
2016,2,MH,0,45995,-45995
2016,2,MQ,0,51935,-51935
2016,2,MR,37389,1894529,-1857140
2016,2,MU,439733,4547206,-4107473
2016,2,YT,0,121285,-121285
2016,2,MX,22631167,126970701,-104339534
2016,2,ME,0,68263,-68263
2016,2,MA,1900243,6098926,-4198683
2016,2,MZ,22424,5009793,-4987369
2016,2,NA,260329,1053876,-793547
2016,2,NR,0,1806,-1806
2016,2,NP,62247,4194402,-4132155
2016,2,NL,123519111,398951919,-275432808
2016,2,NC,321,849010,-848689
2016,2,NZ,56937155,52753961,4183194
2016,2,NI,99421,1229833,-1130412
2016,2,NE,0,266585,-266585
2016,2,NG,2288101,38312008,-36023907
2016,2,NF,0,21544,-21544
2016,2,MP,0,143363,-143363
2016,2,NO,14192486,6954833,7237653
2016,2,OM,47430391,14467244,32963147
2016,2,ZZ,131205585,1495332,129710253
2016,2,PK,12821679,50692288,-37870609
2016,2,PW,0,10685,-10685
2016,2,PS,108613,226050,-117437
2016,2,PA,533418,7655495,-7122077
2016,2,PG,5592329,21261410,-15669081
2016,2,PY,5427939,467070,4960869
2016,2,LA,12730,1178287,-1165557
2016,2,MN,5545,807689,-802144
2016,2,CN,2118345537,1549478126,568867411
2016,2,PE,6005317,6597977,-592660
2016,2,PH,116939105,261576787,-144637682
2016,2,PL,15669228,21351048,-5681820
2016,2,PT,2067668,4659914,-2592246
2016,2,PR,233484,719637,-486153
2016,2,QA,7128072,9381437,-2253365
2016,2,ID,537382053,485769634,51612419
2016,2,KR,528983293,530868537,-1885244
2016,2,MD,159095,64233,94862
2016,2,SG,1273649128,1897714235,-624065107
2016,2,ZA,28471164,46407447,-17936283
2016,2,LK,3399059,34759250,-31360191
2016,2,YE,69468,11177983,-11108515
2016,2,RE,45159,824078,-778919
2016,2,RO,2396687,6799932,-4403245
2016,2,RU,65174278,44426275,20748003
2016,2,RW,1928577,109319,1819258
2016,2,KN,0,2442,-2442
2016,2,LC,0,15608,-15608
2016,2,VC,0,101257,-101257
2016,2,SA,133967507,67807142,66160365
2016,2,SN,12071,4045317,-4033246
2016,2,RS,65155,295020,-229865
2016,2,SC,3374,625937,-622563
2016,2,SL,0,719030,-719030
2016,2,SK,3250748,4058583,-807835
2016,2,SI,1655614,8607259,-6951645
2016,2,VN,279132622,303033035,-23900413
2016,2,SB,482138,1261992,-779854
2016,2,SO,0,4207249,-4207249
2016,2,SS,0,4210,-4210
2016,2,ES,41062257,26062285,14999972
2016,2,SD,100952,2886316,-2785364
2016,2,SR,68824,94280,-25456
2016,2,SW,243006,0,243006
2016,2,SZ,61468,42826,18642
2016,2,SE,33302216,27716258,5585958
2016,2,CH,98409035,30578987,67830048
2016,2,SY,0,3844588,-3844588
2016,2,TW,586938086,314826289,272111797
2016,2,TJ,0,72704,-72704
2016,2,TH,763808990,783772073,-19963083
2016,2,TL,21953,979822,-957869
2016,2,TG,2038,3173991,-3171953
2016,2,TO,0,268063,-268063
2016,2,TT,25030204,1599544,23430660
2016,2,TN,524538,5166837,-4642299
2016,2,TR,18261205,109026662,-90765457
2016,2,TM,14432,770441,-756009
2016,2,TV,0,50576,-50576
2016,2,UM,0,442,-442
2016,2,UG,218200,521917,-303717
2016,2,UA,11847350,7176437,4670913
2016,2,MM,13080764,63352073,-50271309
2016,2,AE,248923629,221913561,27010068
2016,2,GB,121205021,147632206,-26427185
2016,2,TZ,8189190,18244233,-10055043
2016,2,US,1130800563,1416515078,-285714515
2016,2,VI,0,1797,-1797
2016,2,UY,2433840,1589496,844344
2016,2,UZ,383970,10247558,-9863588
2016,2,VU,290653,157307,133346
2016,2,VE,12997909,134624,12863285
2016,2,WF,0,10737,-10737
2016,2,WS,0,301809,-301809
2016,2,ZM,3070580,139559,2931021
2016,2,ZW,398221,124703,273518
2016,1,AF,10609,6533359,-6522750
2016,1,AL,7947,95077,-87130
2016,1,DZ,0,11758400,-11758400
2016,1,AS,0,39681,-39681
2016,1,AD,0,72293,-72293
2016,1,AO,290967,8731875,-8440908
2016,1,AI,0,4578,-4578
2016,1,AG,0,399412,-399412
2016,1,AR,43458878,12524335,30934543
2016,1,AM,0,195464,-195464
2016,1,AW,0,26220,-26220
2016,1,AU,289092801,500157200,-211064399
2016,1,AT,44902463,9958516,34943947
2016,1,AZ,0,1812406,-1812406
2016,1,BS,8385,254562,-246177
2016,1,BH,3124641,4144108,-1019467
2016,1,BD,13382659,79600614,-66217955
2016,1,BB,2797,107154,-104357
2016,1,BY,2073899,1660,2072239
2016,1,BE,45226976,76072539,-30845563
2016,1,BZ,0,146955,-146955
2016,1,BJ,6917,13730284,-13723367
2016,1,BM,0,1756,-1756
2016,1,BT,0,263306,-263306
2016,1,BO,1190716,57556,1133160
2016,1,BA,277,2793,-2516
2016,1,BW,2178,536091,-533913
2016,1,BR,223793600,60837338,162956262
2016,1,VG,95994,25355,70639
2016,1,BN,2199608,42249151,-40049543
2016,1,BG,2677447,5559749,-2882302
2016,1,BF,564436,359,564077
2016,1,KH,10726313,43943322,-33217009
2016,1,CM,6089489,795461,5294028
2016,1,CA,52299519,54307996,-2008477
2016,1,KY,0,217052,-217052
2016,1,CF,0,603336,-603336
2016,1,CL,15110320,22092794,-6982474
2016,1,CX,1732995,7274,1725721
2016,1,CO,2162527,3604871,-1442344
2016,1,KM,0,232044,-232044
2016,1,CG,587152,1043978,-456826
2016,1,CD,5570582,944780,4625802
2016,1,CR,1380927,3945432,-2564505
2016,1,CI,35987327,2596585,33390742
2016,1,HR,353378,921755,-568377
2016,1,CU,337704,677297,-339593
2016,1,CW,21829,11864,9965
2016,1,CY,740551,652675,87876
2016,1,CZ,13044343,24920668,-11876325
2016,1,KP,9429,35402,-25973
2016,1,DK,15589547,10944830,4644717
2016,1,DJ,0,5918512,-5918512
2016,1,DM,0,43056,-43056
2016,1,DO,50259,2567043,-2516784
2016,1,EC,11953247,909753,11043494
2016,1,EG,8369882,35548905,-27179023
2016,1,SV,8269,1027776,-1019507
2016,1,GQ,4219,1228790,-1224571
2016,1,ER,0,49943,-49943
2016,1,EE,337257,3142701,-2805444
2016,1,ET,2893,4183255,-4180362
2016,1,FM,0,2278,-2278
2016,1,DE,448030610,394615831,53414779
2016,1,FJ,0,4382947,-4382947
2016,1,FI,11651872,9171434,2480438
2016,1,FR,114726933,115086325,-359392
2016,1,PF,0,292058,-292058
2016,1,GA,22038970,2792677,19246293
2016,1,GM,0,2112476,-2112476
2016,1,GE,263578,673430,-409852
2016,1,GH,9898106,4915695,4982411
2016,1,GI,0,1751,-1751
2016,1,GR,1873576,24266679,-22393103
2016,1,GD,0,322733,-322733
2016,1,GP,0,146588,-146588
2016,1,GU,2335,170789,-168454
2016,1,GT,78288,3098141,-3019853
2016,1,GN,0,3080986,-3080986
2016,1,GW,0,106811,-106811
2016,1,GY,49079,659319,-610240
2016,1,HT,3783,347868,-344085
2016,1,HN,42286,1423055,-1380769
2016,1,HK,231447499,665353397,-433905898
2016,1,HU,10387702,17677135,-7289433
2016,1,IS,47479,57576,-10097
2016,1,IN,365339064,589414481,-224075417
2016,1,IQ,78952,6090663,-6011711
2016,1,IE,30982670,12416478,18566192
2016,1,IR,3526103,39871698,-36345595
2016,1,IT,99841574,84152518,15689056
2016,1,JM,208038,1277040,-1069002
2016,1,JP,954049973,1268015456,-313965483
2016,1,JO,2869177,12097248,-9228071
2016,1,KZ,224169,2126991,-1902822
2016,1,KE,636090,14378842,-13742752
2016,1,KI,0,34810,-34810
2016,1,KW,83812476,15088850,68723626
2016,1,KG,0,53408,-53408
2016,1,LV,1131111,6357191,-5226080
2016,1,LB,871816,4842918,-3971102
2016,1,LS,6625,0,6625
2016,1,LR,2477875,4404349,-1926474
2016,1,LY,75190,1465354,-1390164
2016,1,LI,2231,17262,-15031
2016,1,LT,4857146,3827089,1030057
2016,1,LU,502218,765887,-263669
2016,1,MO,1361974,3205506,-1843532
2016,1,MK,111706,9675,102031
2016,1,MG,1391509,4561779,-3170270
2016,1,MW,823717,177527,646190
2016,1,MY,2440089,0,2440089
2016,1,MV,1727,7684517,-7682790
2016,1,ML,0,223570,-223570
2016,1,MT,4212836,2131585,2081251
2016,1,MH,4236933,28592,4208341
2016,1,MQ,0,127940,-127940
2016,1,MR,7073,5716525,-5709452
2016,1,MU,131600,5946105,-5814505
2016,1,YT,0,6049673,-6049673
2016,1,MX,28193506,144042129,-115848623
2016,1,MC,0,408,-408
2016,1,ME,0,37624,-37624
2016,1,MA,2008019,3439764,-1431745
2016,1,MZ,319540,4276260,-3956720
2016,1,NA,277445,92303,185142
2016,1,NR,0,57858,-57858
2016,1,NP,61529,2925452,-2863923
2016,1,NL,112575541,415476121,-302900580
2016,1,NC,95812,5607688,-5511876
2016,1,NZ,52631598,48579560,4052038
2016,1,NI,52490,1317501,-1265011
2016,1,NE,0,709037,-709037
2016,1,NG,3847997,77100432,-73252435
2016,1,MP,0,98130,-98130
2016,1,NO,22173978,9620659,12553319
2016,1,OM,14136426,15199557,-1063131
2016,1,ZZ,147795230,664183,147131047
2016,1,PK,12418980,89786587,-77367607
2016,1,PW,0,7512,-7512
2016,1,PS,7245,233652,-226407
2016,1,PA,1101346,4542558,-3441212
2016,1,PG,9696400,25901376,-16204976
2016,1,PY,3557308,4926219,-1368911
2016,1,LA,1894326,2310336,-416010
2016,1,MN,45592,595256,-549664
2016,1,CN,2688539729,1499089238,1189450491
2016,1,PE,3438824,5382895,-1944071
2016,1,PH,114068762,262704323,-148635561
2016,1,PL,17452302,27119223,-9666921
2016,1,PT,2100198,5555171,-3454973
2016,1,PR,78432,571834,-493402
2016,1,QA,29089469,12347809,16741660
2016,1,ID,541828372,527222782,14605590
2016,1,KR,654912737,464335736,190577001
2016,1,MD,588345,55174,533171
2016,1,SG,1507449808,2070221203,-562771395
2016,1,ZA,35692941,43058838,-7365897
2016,1,LK,6074586,44404529,-38329943
2016,1,YE,330940,10164254,-9833314
2016,1,RE,101135,773902,-672767
2016,1,RO,2434789,8354880,-5920091
2016,1,RU,44185398,34679679,9505719
2016,1,RW,686107,35401,650706
2016,1,LC,0,37180,-37180
2016,1,VC,0,106481,-106481
2016,1,SM,307,0,307
2016,1,ST,0,37230,-37230
2016,1,SA,149374429,51714307,97660122
2016,1,SN,385,3543937,-3543552
2016,1,RS,204847,528877,-324030
2016,1,SC,0,9479581,-9479581
2016,1,SL,0,880772,-880772
2016,1,SK,1694604,4974652,-3280048
2016,1,SI,1151991,7890480,-6738489
2016,1,VN,347105625,295716907,51388718
2016,1,SB,845246,2779894,-1934648
2016,1,SO,0,7266432,-7266432
2016,1,ES,30508537,46725288,-16216751
2016,1,SD,86336,2584455,-2498119
2016,1,SR,84695,386373,-301678
2016,1,SW,138670,0,138670
2016,1,SZ,1534,34346,-32812
2016,1,SE,31643368,24454411,7188957
2016,1,CH,187089460,36843107,150246353
2016,1,SY,81636,2439917,-2358281
2016,1,TW,697574384,338629569,358944815
2016,1,TJ,0,30783,-30783
2016,1,TH,787880525,930516142,-142635617
2016,1,TL,13109,6519895,-6506786
2016,1,TG,342835,2218991,-1876156
2016,1,TO,0,127436,-127436
2016,1,TT,8208,3124720,-3116512
2016,1,TN,596667,4017628,-3420961
2016,1,TR,22313401,133728042,-111414641
2016,1,TM,1250,945840,-944590
2016,1,TV,0,12583,-12583
2016,1,UM,0,77540,-77540
2016,1,UG,171349,1790227,-1618878
2016,1,UA,3927602,14577636,-10650034
2016,1,MM,14546845,52459133,-37912288
2016,1,AE,171292582,291224305,-119931723
2016,1,GB,137473715,166828578,-29354863
2016,1,TZ,18385639,21339638,-2953999
2016,1,US,1027583998,1456820553,-429236555
2016,1,UY,3609039,1797813,1811226
2016,1,UZ,3991,8218267,-8214276
2016,1,VU,343645,110116,233529
2016,1,VE,14069764,460206,13609558
2016,1,WS,0,434516,-434516
2016,1,ZM,7814,190309,-182495
2016,1,ZW,439766,202226,237540
